school_year,division_number,division_name,behavior_category_code,behavior_category,behavior_code,behavior,number_of_events,region_name,region_number,GEOID
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC5,"Tobacco: Possessing/Using/Distributing tobacco products, possessing tobacco paraphernalia, electronic cigarettes, vaping equipment",36,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,3,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,2,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",80,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",41,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC15,Inciting or causing a substantial disturbance to the operation of school or the safety of staff and/or students,9,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC14,Fighting that results in no injury as determined by the school administration,7,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC13,Engaging in reckless behavior the creates a risk of injury to self or others,27,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC10,Bus: Endangering the safety of others on the bus,13,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC2,Alcohol: Distributing alcohol to other students,1,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC3,Drugs: Possessing drug paraphernalia,4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC4,Drugs: Violating school board non-prescription (Over the counter) medication policy or look-alike drug policy,1,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC6,Bullying Behavior without physical injury that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Bullying that leads to physical injury should be classified as Assault and Battery.,4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC7,Cyberbullying that continues after intervention (See Link: Model Policy to Addressing Bullying in Virginia¿s Public Schools) Cyberbullying that relates a threat to the safety of students and staff should be treated with a higher level of intervention and consequences.,2,Northern Neck,3,51119
2022-2023,59,Middlesex County,BSC,Behaviors of a Safety Concern,BSC9,Bus: Distracting the bus driver,12,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO13,"Threatening, intimidating,¿or instigating violence, injury or harm to another student(s) or other(s) (not including written threats)",25,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO14,"Threatening, intimidation, or instigating violence, injury or harm to another student(s) or other(s) in writing. If the written threat is to a staff member, a report to law enforcement is required unless the student making the threat has a disability.",2,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO6,"Drugs: Being under the influence of controlled substances, illegal drugs, inhalants, or synthetic hallucinogens or unauthorized prescription medications",1,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO15,Using an object not generally considered to be a weapon to threaten or attempt to injure school personnel,1,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO7,Drugs: Using controlled substances or using  illegal drugs or synthetic hallucinogens or unauthorized prescription medications ,3,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO16,Using an object not generally considered to be a weapon to threaten or attempt to injure students or others,1,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO1,Assault: Intending to cause physical injury to another person,8,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO2,Assault and Battery: Causing physical injury to another person,2,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO3,Fighting: The use of physical violence between students or on another person where there is minor injury as determined by the school administration,2,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO4,Striking Staff: The use of force against a staff member when no injury is caused,4,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO5,"Drugs: Possessing controlled substances, illegal drugs inhalants, or synthetic hallucinogens or unauthorized prescription medications",8,Northern Neck,3,51119
2022-2023,59,Middlesex County,BESO,Behaviors that Endanger Self or Others,BESO12,"Threatening, intimidating, or instigating violence, injury or harm to a staff member or members",10,Northern Neck,3,51119
2022-2023,60,Montgomery County,BAP,Behaviors that Impede Academic Progress,BAP1,"Interfering with learning in the classroom (examples include talking, excessive noise, off-task, out of seat, possessing items that distract)",485,Western Virginia,6,51121
2022-2023,60,Montgomery County,BAP,Behaviors that Impede Academic Progress,BAP2,"Interfering with learning outside of the classroom (examples include excessive noise, interrupting a class)",41,Western Virginia,6,51121
2022-2023,60,Montgomery County,BAP,Behaviors that Impede Academic Progress,BAP5,Unexcused tardiness to school,4,Western Virginia,6,51121
2022-2023,60,Montgomery County,BAP,Behaviors that Impede Academic Progress,BAP4,Unexcused tardiness to class,166,Western Virginia,6,51121
2022-2023,60,Montgomery County,BAP,Behaviors that Impede Academic Progress,BAP3,"Scholastic dishonesty (such as cheating, plagiarism)",18,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO9,"Possessing items that are inappropriate for school (examples include toys, literature, electronics)",28,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO10,Possession of stolen items,10,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO11,Unauthorized use of school electronic or other equipment,8,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO12,Violation of the Acceptable Use of Technology/internet policy,37,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO13,Violation of school board policy regarding the possession or use of portable communication devices,7,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO14,"Vandalism, graffiti or other damage to school or personal property",50,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO15,Student is not going to class as assigned,230,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO16,Student is in an unauthorized area of the campus (NOT related to school or class attendance/nonattendance).,70,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO2,"Giving false information, misrepresentation",25,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO3,Refusal to comply with requests of staff in a way that interferes with the operation of school,363,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO5,"Failure to attend assigned disciplinary setting (detention, in-school suspension, Saturday school)",32,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO6,Bringing unauthorized persons to school or allowing unauthorized persons to enter the school building,1,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSO,Behaviors related to School Operations,BSO7,Dress Code Violation,1,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB11,Unwanted or inappropriate physical contact,174,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB10,Failure to respond to questions or requests by staff,223,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB9,"Using slurs based upon the actual or perceived race, ethnicity, color, national origin, citizenship/immigration status, weight, gender, gender identity, gender expression, sexual orientation, or disability",88,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB8,"Using profane or vulgar language or gestures (swearing, cursing, hate speech, gang signs or gestures)",278,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB7,"Teasing, taunting, engaging in a verbal confrontation, verbally inciting a fight",64,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB1,Bullying with no physical injury (See Model Policy to Addressing Bullying in Virginia's  Public Schools),25,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB5,Stealing money or property without physical force,22,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB4,"Saying or writing either directly or through electronic communication sexually suggestive comments, innuendos, propositions, or other remarks of a sexual nature",9,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB3,"Posting, distributing, displaying, or sharing inappropriate material or literature, including using electronics means",21,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB2,Cyberbullying (See Model Policy to Addressing Bullying in Virginia's  Public Schools),20,Western Virginia,6,51121
2022-2023,60,Montgomery County,RB,Relationship Behaviors,RB6,"Speaking to another in an uncivil, discourteous manner",135,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC26,Possessing dangerous instruments/substances that could be used to inflict harm upon another,4,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC27,Weapons: Possessing any weapon (other than a firearm) as defined by § 18.2-308.1.,11,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC25,Trespassing,2,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC24,Leaving school grounds without permission,70,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC19,"Physical contact of a sexual nature ¿ patting body parts, pinching, tugging clothing",4,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC18,"Exposing body parts, lewd or indecent public behavior",12,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC17,"Shoving, pushing, striking, biting another a student with no visible injury",147,Western Virginia,6,51121
2022-2023,60,Montgomery County,BSC,Behaviors of a Safety Concern,BSC16,"Throwing an object that has the potential to cause a disturbance, injury, or property damage",86,Western Virginia,6,51121
